job_id,job_title,job_role,resume_id,resume_category,experience_level,similarity_score,rank
2866422963368522,Architect,Project Architect,28697203,INFORMATION-TECHNOLOGY,Junior,0.1829,1
2866422963368522,Architect,Project Architect,14789139,INFORMATION-TECHNOLOGY,Senior,0.1808,2
2866422963368522,Architect,Project Architect,31111279,INFORMATION-TECHNOLOGY,Senior,0.1756,3
2866422963368522,Architect,Project Architect,13072019,ACCOUNTANT,Senior,0.1738,4
2866422963368522,Architect,Project Architect,23497307,ENGINEERING,Senior,0.155,5
1282167593676987,Customer Service Manager,Customer Support Manager,39855211,ENGINEERING,Senior,0.3293,1
1282167593676987,Customer Service Manager,Customer Support Manager,25905275,INFORMATION-TECHNOLOGY,Mid,0.3213,2
1282167593676987,Customer Service Manager,Customer Support Manager,24230851,INFORMATION-TECHNOLOGY,Junior,0.2595,3
1282167593676987,Customer Service Manager,Customer Support Manager,25935030,ACCOUNTANT,Entry,0.2477,4
1282167593676987,Customer Service Manager,Customer Support Manager,51363762,INFORMATION-TECHNOLOGY,Mid,0.246,5
152370713824883,Procurement Manager,Supplier Diversity Manager,18827609,HR,Entry,0.0721,1
152370713824883,Procurement Manager,Supplier Diversity Manager,27165830,HR,Senior,0.0555,2
152370713824883,Procurement Manager,Supplier Diversity Manager,18067556,INFORMATION-TECHNOLOGY,Senior,0.0543,3
152370713824883,Procurement Manager,Supplier Diversity Manager,90280583,ENGINEERING,Mid,0.0542,4
152370713824883,Procurement Manager,Supplier Diversity Manager,17855844,HR,Entry,0.0521,5
1016824556225907,Network Engineer,Network Administrator,35389360,ENGINEERING,Entry,0.2352,1
1016824556225907,Network Engineer,Network Administrator,22890839,ENGINEERING,Junior,0.1359,2
1016824556225907,Network Engineer,Network Administrator,13149176,ENGINEERING,Senior,0.1303,3
1016824556225907,Network Engineer,Network Administrator,14206561,ENGINEERING,Senior,0.1138,4
1016824556225907,Network Engineer,Network Administrator,47919212,ENGINEERING,Entry,0.1055,5
1012691469563660,Landscape Architect,Residential Landscape Designer,14554542,ENGINEERING,Mid,0.0705,1
1012691469563660,Landscape Architect,Residential Landscape Designer,26834746,ENGINEERING,Senior,0.0662,2
1012691469563660,Landscape Architect,Residential Landscape Designer,10712803,ENGINEERING,Senior,0.0598,3
1012691469563660,Landscape Architect,Residential Landscape Designer,74236636,ENGINEERING,Senior,0.0494,4
1012691469563660,Landscape Architect,Residential Landscape Designer,60004873,ENGINEERING,Senior,0.0493,5
16554889024429,QA Analyst,Automation Test Engineer,83816738,INFORMATION-TECHNOLOGY,Entry,0.3209,1
16554889024429,QA Analyst,Automation Test Engineer,29075857,INFORMATION-TECHNOLOGY,Senior,0.1844,2
16554889024429,QA Analyst,Automation Test Engineer,70089206,INFORMATION-TECHNOLOGY,Senior,0.1324,3
16554889024429,QA Analyst,Automation Test Engineer,89413122,INFORMATION-TECHNOLOGY,Mid,0.1314,4
16554889024429,QA Analyst,Automation Test Engineer,17641670,INFORMATION-TECHNOLOGY,Senior,0.1172,5
2486263379734926,Research Analyst,Market Research Analyst,10265057,INFORMATION-TECHNOLOGY,Senior,0.1053,1
2486263379734926,Research Analyst,Market Research Analyst,18067556,INFORMATION-TECHNOLOGY,Senior,0.1033,2
2486263379734926,Research Analyst,Market Research Analyst,30223363,INFORMATION-TECHNOLOGY,Senior,0.0846,3
2486263379734926,Research Analyst,Market Research Analyst,28035460,INFORMATION-TECHNOLOGY,Mid,0.0773,4
2486263379734926,Research Analyst,Market Research Analyst,89413122,INFORMATION-TECHNOLOGY,Mid,0.0699,5
429620431508348,Business Analyst,Data Business Analyst,18067556,INFORMATION-TECHNOLOGY,Senior,0.2647,1
429620431508348,Business Analyst,Data Business Analyst,10265057,INFORMATION-TECHNOLOGY,Senior,0.1833,2
429620431508348,Business Analyst,Data Business Analyst,30223363,INFORMATION-TECHNOLOGY,Senior,0.1817,3
429620431508348,Business Analyst,Data Business Analyst,22776912,INFORMATION-TECHNOLOGY,Senior,0.1657,4
429620431508348,Business Analyst,Data Business Analyst,27536013,INFORMATION-TECHNOLOGY,Junior,0.1298,5
1571695154635952,QA Analyst,Performance Testing Specialist,70089206,INFORMATION-TECHNOLOGY,Senior,0.1522,1
1571695154635952,QA Analyst,Performance Testing Specialist,46260230,INFORMATION-TECHNOLOGY,Mid,0.1167,2
1571695154635952,QA Analyst,Performance Testing Specialist,83816738,INFORMATION-TECHNOLOGY,Entry,0.1104,3
1571695154635952,QA Analyst,Performance Testing Specialist,29075857,INFORMATION-TECHNOLOGY,Senior,0.1094,4
1571695154635952,QA Analyst,Performance Testing Specialist,17641670,INFORMATION-TECHNOLOGY,Senior,0.1077,5
1100416030027955,SEO Specialist,Content SEO Strategist,11981094,ENGINEERING,Senior,0.0797,1
1100416030027955,SEO Specialist,Content SEO Strategist,28505854,ENGINEERING,Senior,0.0767,2
1100416030027955,SEO Specialist,Content SEO Strategist,20674668,INFORMATION-TECHNOLOGY,Junior,0.056,3
1100416030027955,SEO Specialist,Content SEO Strategist,64468610,ENGINEERING,Senior,0.0558,4
1100416030027955,SEO Specialist,Content SEO Strategist,28078163,ENGINEERING,Senior,0.0553,5
1930424675764675,Executive Assistant,Personal Assistant,15575117,HR,Senior,0.1832,1
1930424675764675,Executive Assistant,Personal Assistant,91697974,INFORMATION-TECHNOLOGY,Junior,0.1506,2
1930424675764675,Executive Assistant,Personal Assistant,32896934,HR,Senior,0.1489,3
1930424675764675,Executive Assistant,Personal Assistant,20417897,HR,Senior,0.1337,4
1930424675764675,Executive Assistant,Personal Assistant,25857360,INFORMATION-TECHNOLOGY,Senior,0.1336,5
2244714764169080,UI Developer,Front-End Developer,16186411,INFORMATION-TECHNOLOGY,Entry,0.1772,1
2244714764169080,UI Developer,Front-End Developer,26746496,INFORMATION-TECHNOLOGY,Entry,0.154,2
2244714764169080,UI Developer,Front-End Developer,12763627,INFORMATION-TECHNOLOGY,Senior,0.1413,3
2244714764169080,UI Developer,Front-End Developer,20674668,INFORMATION-TECHNOLOGY,Junior,0.1372,4
2244714764169080,UI Developer,Front-End Developer,83816738,INFORMATION-TECHNOLOGY,Entry,0.1254,5
754297044047971,Digital Marketing Specialist,Social Media Manager,25676643,HR,Junior,0.1105,1
754297044047971,Digital Marketing Specialist,Social Media Manager,11981094,ENGINEERING,Senior,0.1022,2
754297044047971,Digital Marketing Specialist,Social Media Manager,64468610,ENGINEERING,Senior,0.0991,3
754297044047971,Digital Marketing Specialist,Social Media Manager,28078163,ENGINEERING,Senior,0.0983,4
754297044047971,Digital Marketing Specialist,Social Media Manager,31677347,ENGINEERING,Senior,0.0902,5
2796170862332429,Brand Manager,Product Brand Manager,13264796,ENGINEERING,Junior,0.1789,1
2796170862332429,Brand Manager,Product Brand Manager,12518008,ENGINEERING,Junior,0.1332,2
2796170862332429,Brand Manager,Product Brand Manager,90280583,ENGINEERING,Mid,0.1328,3
2796170862332429,Brand Manager,Product Brand Manager,22323967,HR,Senior,0.1251,4
2796170862332429,Brand Manager,Product Brand Manager,17926546,ENGINEERING,Mid,0.113,5
1669628016308985,UX Researcher,Usability Analyst,12472574,ENGINEERING,Mid,0.1749,1
1669628016308985,UX Researcher,Usability Analyst,37335325,ENGINEERING,Senior,0.1189,2
1669628016308985,UX Researcher,Usability Analyst,27152464,ENGINEERING,Mid,0.1097,3
1669628016308985,UX Researcher,Usability Analyst,12518008,ENGINEERING,Junior,0.1042,4
1669628016308985,UX Researcher,Usability Analyst,70089206,INFORMATION-TECHNOLOGY,Senior,0.0921,5
3094032084646514,Marketing Coordinator,Marketing Specialist,30223363,INFORMATION-TECHNOLOGY,Senior,0.1942,1
3094032084646514,Marketing Coordinator,Marketing Specialist,22323967,HR,Senior,0.1617,2
3094032084646514,Marketing Coordinator,Marketing Specialist,16852973,HR,Senior,0.1272,3
3094032084646514,Marketing Coordinator,Marketing Specialist,28939941,ACCOUNTANT,Entry,0.1028,4
3094032084646514,Marketing Coordinator,Marketing Specialist,13264796,ENGINEERING,Junior,0.0932,5
2851372976112408,Accountant,Forensic Accountant,11759079,ACCOUNTANT,Entry,0.1964,1
2851372976112408,Accountant,Forensic Accountant,15821633,ACCOUNTANT,Mid,0.1846,2
2851372976112408,Accountant,Forensic Accountant,12802330,ACCOUNTANT,Senior,0.1527,3
2851372976112408,Accountant,Forensic Accountant,37997506,ACCOUNTANT,Mid,0.1463,4
2851372976112408,Accountant,Forensic Accountant,23513618,ACCOUNTANT,Senior,0.1395,5
2848077935258701,Accountant,Tax Accountant,30813919,ACCOUNTANT,Mid,0.4401,1
2848077935258701,Accountant,Tax Accountant,20082776,ACCOUNTANT,Mid,0.4385,2
2848077935258701,Accountant,Tax Accountant,14224370,ACCOUNTANT,Mid,0.4203,3
2848077935258701,Accountant,Tax Accountant,21853199,ACCOUNTANT,Junior,0.3188,4
2848077935258701,Accountant,Tax Accountant,23636277,ACCOUNTANT,Senior,0.3105,5
2668473535996593,Web Developer,Full-Stack Developer,16186411,INFORMATION-TECHNOLOGY,Entry,0.176,1
2668473535996593,Web Developer,Full-Stack Developer,83816738,INFORMATION-TECHNOLOGY,Entry,0.1588,2
2668473535996593,Web Developer,Full-Stack Developer,26746496,INFORMATION-TECHNOLOGY,Entry,0.1567,3
2668473535996593,Web Developer,Full-Stack Developer,18187364,INFORMATION-TECHNOLOGY,Senior,0.1553,4
2668473535996593,Web Developer,Full-Stack Developer,20674668,INFORMATION-TECHNOLOGY,Junior,0.1521,5
1664415610508647,Electrical Engineer,Controls Engineer,47549345,ENGINEERING,Senior,0.5371,1
1664415610508647,Electrical Engineer,Controls Engineer,25797445,ENGINEERING,Senior,0.3004,2
1664415610508647,Electrical Engineer,Controls Engineer,64755882,ENGINEERING,Senior,0.2981,3
1664415610508647,Electrical Engineer,Controls Engineer,10712803,ENGINEERING,Senior,0.2699,4
1664415610508647,Electrical Engineer,Controls Engineer,23234047,ENGINEERING,Senior,0.2231,5
2048626141303838,Administrative Assistant,Executive Assistant,25857360,INFORMATION-TECHNOLOGY,Senior,0.2042,1
2048626141303838,Administrative Assistant,Executive Assistant,28419173,HR,Senior,0.1942,2
2048626141303838,Administrative Assistant,Executive Assistant,91697974,INFORMATION-TECHNOLOGY,Junior,0.1733,3
2048626141303838,Administrative Assistant,Executive Assistant,15575117,HR,Senior,0.1638,4
2048626141303838,Administrative Assistant,Executive Assistant,28614791,ACCOUNTANT,Mid,0.1575,5
599556822322446,Purchasing Agent,Procurement Specialist,18067556,INFORMATION-TECHNOLOGY,Senior,0.1219,1
599556822322446,Purchasing Agent,Procurement Specialist,21038022,ENGINEERING,Senior,0.1132,2
599556822322446,Purchasing Agent,Procurement Specialist,18155310,HR,Senior,0.1074,3
599556822322446,Purchasing Agent,Procurement Specialist,24184357,HR,Senior,0.1049,4
599556822322446,Purchasing Agent,Procurement Specialist,25905275,INFORMATION-TECHNOLOGY,Mid,0.1042,5
1925472208581128,Network Technician,Network Support Specialist,24913648,INFORMATION-TECHNOLOGY,Senior,0.4107,1
1925472208581128,Network Technician,Network Support Specialist,13477922,INFORMATION-TECHNOLOGY,Senior,0.3647,2
1925472208581128,Network Technician,Network Support Specialist,17641670,INFORMATION-TECHNOLOGY,Senior,0.3525,3
1925472208581128,Network Technician,Network Support Specialist,25959103,INFORMATION-TECHNOLOGY,Senior,0.2768,4
1925472208581128,Network Technician,Network Support Specialist,46260230,INFORMATION-TECHNOLOGY,Mid,0.2753,5
985739692737627,Nurse Practitioner,Family Nurse Practitioner,80053367,ACCOUNTANT,Mid,0.1208,1
985739692737627,Nurse Practitioner,Family Nurse Practitioner,48037995,INFORMATION-TECHNOLOGY,Mid,0.0844,2
985739692737627,Nurse Practitioner,Family Nurse Practitioner,17043822,ENGINEERING,Senior,0.0636,3
985739692737627,Nurse Practitioner,Family Nurse Practitioner,16911115,ENGINEERING,Senior,0.0566,4
985739692737627,Nurse Practitioner,Family Nurse Practitioner,19717385,HR,Senior,0.0539,5
1197766101497332,IT Administrator,System Administrator,24913648,INFORMATION-TECHNOLOGY,Senior,0.3528,1
1197766101497332,IT Administrator,System Administrator,13836471,INFORMATION-TECHNOLOGY,Senior,0.3433,2
1197766101497332,IT Administrator,System Administrator,27058381,INFORMATION-TECHNOLOGY,Junior,0.3411,3
1197766101497332,IT Administrator,System Administrator,11584809,INFORMATION-TECHNOLOGY,Senior,0.3201,4
1197766101497332,IT Administrator,System Administrator,25959103,INFORMATION-TECHNOLOGY,Senior,0.3112,5
1236687715410278,Market Research Analyst,Market Researcher,18067556,INFORMATION-TECHNOLOGY,Senior,0.0818,1
1236687715410278,Market Research Analyst,Market Researcher,13405733,INFORMATION-TECHNOLOGY,Senior,0.0644,2
1236687715410278,Market Research Analyst,Market Researcher,10265057,INFORMATION-TECHNOLOGY,Senior,0.0642,3
1236687715410278,Market Research Analyst,Market Researcher,28035460,INFORMATION-TECHNOLOGY,Mid,0.0597,4
1236687715410278,Market Research Analyst,Market Researcher,30223363,INFORMATION-TECHNOLOGY,Senior,0.0583,5
2503485672853624,Digital Marketing Specialist,SEO Specialist,10641230,INFORMATION-TECHNOLOGY,Junior,0.0651,1
2503485672853624,Digital Marketing Specialist,SEO Specialist,18557164,HR,Senior,0.0441,2
2503485672853624,Digital Marketing Specialist,SEO Specialist,28923650,ENGINEERING,Senior,0.0433,3
2503485672853624,Digital Marketing Specialist,SEO Specialist,43752620,ENGINEERING,Senior,0.0432,4
2503485672853624,Digital Marketing Specialist,SEO Specialist,20674668,INFORMATION-TECHNOLOGY,Junior,0.0415,5
41519707301861,Executive Assistant,Office Manager,18334783,HR,Senior,0.2166,1
41519707301861,Executive Assistant,Office Manager,28640735,HR,Junior,0.1935,2
41519707301861,Executive Assistant,Office Manager,25857360,INFORMATION-TECHNOLOGY,Senior,0.1884,3
41519707301861,Executive Assistant,Office Manager,23438227,ENGINEERING,Senior,0.1782,4
41519707301861,Executive Assistant,Office Manager,28419173,HR,Senior,0.1687,5
2453494880804243,Electrical Engineer,Controls Engineer,47549345,ENGINEERING,Senior,0.5371,1
2453494880804243,Electrical Engineer,Controls Engineer,25797445,ENGINEERING,Senior,0.3004,2
2453494880804243,Electrical Engineer,Controls Engineer,64755882,ENGINEERING,Senior,0.2981,3
2453494880804243,Electrical Engineer,Controls Engineer,10712803,ENGINEERING,Senior,0.2699,4
2453494880804243,Electrical Engineer,Controls Engineer,23234047,ENGINEERING,Senior,0.2231,5
1453050503490322,Research Scientist,Research Analyst,10265057,INFORMATION-TECHNOLOGY,Senior,0.1425,1
1453050503490322,Research Scientist,Research Analyst,17987433,INFORMATION-TECHNOLOGY,Senior,0.1273,2
1453050503490322,Research Scientist,Research Analyst,18067556,INFORMATION-TECHNOLOGY,Senior,0.1245,3
1453050503490322,Research Scientist,Research Analyst,91697974,INFORMATION-TECHNOLOGY,Junior,0.1182,4
1453050503490322,Research Scientist,Research Analyst,89413122,INFORMATION-TECHNOLOGY,Mid,0.1165,5
1902694399229378,Content Writer,Copywriter,22323967,HR,Senior,0.1404,1
1902694399229378,Content Writer,Copywriter,14496667,ACCOUNTANT,Senior,0.08,2
1902694399229378,Content Writer,Copywriter,28939941,ACCOUNTANT,Entry,0.0745,3
1902694399229378,Content Writer,Copywriter,10641230,INFORMATION-TECHNOLOGY,Junior,0.0695,4
1902694399229378,Content Writer,Copywriter,11981094,ENGINEERING,Senior,0.0683,5
2090179939520008,Architect,Architectural Designer,25930778,ENGINEERING,Senior,0.1502,1
2090179939520008,Architect,Architectural Designer,81125166,ENGINEERING,Senior,0.0947,2
2090179939520008,Architect,Architectural Designer,26834746,ENGINEERING,Senior,0.0895,3
2090179939520008,Architect,Architectural Designer,56691064,ENGINEERING,Junior,0.0829,4
2090179939520008,Architect,Architectural Designer,86828820,ENGINEERING,Senior,0.0779,5
720330270369583,Mechanical Engineer,HVAC Engineer,38314236,ENGINEERING,Mid,0.2383,1
720330270369583,Mechanical Engineer,HVAC Engineer,62071407,ENGINEERING,Senior,0.1865,2
720330270369583,Mechanical Engineer,HVAC Engineer,14554542,ENGINEERING,Mid,0.1763,3
720330270369583,Mechanical Engineer,HVAC Engineer,26834746,ENGINEERING,Senior,0.157,4
720330270369583,Mechanical Engineer,HVAC Engineer,61579998,ENGINEERING,Junior,0.141,5
2082944372767682,Litigation Attorney,Trial Attorney,37764298,INFORMATION-TECHNOLOGY,Senior,0.1188,1
2082944372767682,Litigation Attorney,Trial Attorney,91697974,INFORMATION-TECHNOLOGY,Junior,0.1099,2
2082944372767682,Litigation Attorney,Trial Attorney,31684925,ENGINEERING,Senior,0.0781,3
2082944372767682,Litigation Attorney,Trial Attorney,27496514,HR,Senior,0.0707,4
2082944372767682,Litigation Attorney,Trial Attorney,23636277,ACCOUNTANT,Senior,0.063,5
2604919565566476,Web Developer,Full-Stack Developer,16186411,INFORMATION-TECHNOLOGY,Entry,0.176,1
2604919565566476,Web Developer,Full-Stack Developer,83816738,INFORMATION-TECHNOLOGY,Entry,0.1588,2
2604919565566476,Web Developer,Full-Stack Developer,26746496,INFORMATION-TECHNOLOGY,Entry,0.1567,3
2604919565566476,Web Developer,Full-Stack Developer,18187364,INFORMATION-TECHNOLOGY,Senior,0.1553,4
2604919565566476,Web Developer,Full-Stack Developer,20674668,INFORMATION-TECHNOLOGY,Junior,0.1521,5
3075622907992449,Back-End Developer,API Developer,27372171,INFORMATION-TECHNOLOGY,Mid,0.1119,1
3075622907992449,Back-End Developer,API Developer,37242217,INFORMATION-TECHNOLOGY,Mid,0.1032,2
3075622907992449,Back-End Developer,API Developer,12763627,INFORMATION-TECHNOLOGY,Senior,0.1026,3
3075622907992449,Back-End Developer,API Developer,29975124,INFORMATION-TECHNOLOGY,Senior,0.102,4
3075622907992449,Back-End Developer,API Developer,18187364,INFORMATION-TECHNOLOGY,Senior,0.1013,5
1959067804818895,Public Relations Specialist,Brand PR Specialist,22323967,HR,Senior,0.1015,1
1959067804818895,Public Relations Specialist,Brand PR Specialist,18827609,HR,Entry,0.0777,2
1959067804818895,Public Relations Specialist,Brand PR Specialist,30223363,INFORMATION-TECHNOLOGY,Senior,0.0679,3
1959067804818895,Public Relations Specialist,Brand PR Specialist,16852973,HR,Senior,0.063,4
1959067804818895,Public Relations Specialist,Brand PR Specialist,24020470,INFORMATION-TECHNOLOGY,Mid,0.0556,5
1277518588137802,Procurement Manager,Procurement Analyst,18067556,INFORMATION-TECHNOLOGY,Senior,0.1351,1
1277518588137802,Procurement Manager,Procurement Analyst,52618188,INFORMATION-TECHNOLOGY,Senior,0.0921,2
1277518588137802,Procurement Manager,Procurement Analyst,26975573,ACCOUNTANT,Mid,0.0905,3
1277518588137802,Procurement Manager,Procurement Analyst,12802330,ACCOUNTANT,Senior,0.0896,4
1277518588137802,Procurement Manager,Procurement Analyst,91697974,INFORMATION-TECHNOLOGY,Junior,0.086,5
376949235592013,Software Tester,Automation Tester,83816738,INFORMATION-TECHNOLOGY,Entry,0.2838,1
376949235592013,Software Tester,Automation Tester,29075857,INFORMATION-TECHNOLOGY,Senior,0.1577,2
376949235592013,Software Tester,Automation Tester,70089206,INFORMATION-TECHNOLOGY,Senior,0.1319,3
376949235592013,Software Tester,Automation Tester,17641670,INFORMATION-TECHNOLOGY,Senior,0.1093,4
376949235592013,Software Tester,Automation Tester,89413122,INFORMATION-TECHNOLOGY,Mid,0.1064,5
747940063623712,Financial Advisor,Wealth Management Advisor,15363277,ACCOUNTANT,Junior,0.1529,1
747940063623712,Financial Advisor,Wealth Management Advisor,15289348,ACCOUNTANT,Senior,0.1494,2
747940063623712,Financial Advisor,Wealth Management Advisor,26975573,ACCOUNTANT,Mid,0.1437,3
747940063623712,Financial Advisor,Wealth Management Advisor,23513618,ACCOUNTANT,Senior,0.1416,4
747940063623712,Financial Advisor,Wealth Management Advisor,78257294,ACCOUNTANT,Senior,0.1311,5
83891329517911,Event Coordinator,Event Planner,15363277,ACCOUNTANT,Junior,0.093,1
83891329517911,Event Coordinator,Event Planner,32947778,HR,Senior,0.0882,2
83891329517911,Event Coordinator,Event Planner,18067556,INFORMATION-TECHNOLOGY,Senior,0.0871,3
83891329517911,Event Coordinator,Event Planner,13405733,INFORMATION-TECHNOLOGY,Senior,0.0804,4
83891329517911,Event Coordinator,Event Planner,26671167,HR,Junior,0.0749,5
2010805485785477,Customer Service Representative,Call Center Agent,25547145,ACCOUNTANT,Junior,0.3824,1
2010805485785477,Customer Service Representative,Call Center Agent,27018550,HR,Senior,0.2705,2
2010805485785477,Customer Service Representative,Call Center Agent,15575117,HR,Senior,0.2643,3
2010805485785477,Customer Service Representative,Call Center Agent,27496514,HR,Senior,0.2643,4
2010805485785477,Customer Service Representative,Call Center Agent,24230851,INFORMATION-TECHNOLOGY,Junior,0.2243,5
2341666258393914,Front-End Engineer,JavaScript Developer,11981094,ENGINEERING,Senior,0.095,1
2341666258393914,Front-End Engineer,JavaScript Developer,28762662,ENGINEERING,Senior,0.0858,2
2341666258393914,Front-End Engineer,JavaScript Developer,51588273,ENGINEERING,Senior,0.0837,3
2341666258393914,Front-End Engineer,JavaScript Developer,64468610,ENGINEERING,Senior,0.0771,4
2341666258393914,Front-End Engineer,JavaScript Developer,28078163,ENGINEERING,Senior,0.0764,5
2954787581774478,HR Coordinator,Recruitment Coordinator,18297650,HR,Senior,0.3728,1
2954787581774478,HR Coordinator,Recruitment Coordinator,14640322,HR,Senior,0.3408,2
2954787581774478,HR Coordinator,Recruitment Coordinator,91930382,HR,Senior,0.3231,3
2954787581774478,HR Coordinator,Recruitment Coordinator,13520837,HR,Junior,0.3069,4
2954787581774478,HR Coordinator,Recruitment Coordinator,19179079,HR,Junior,0.2448,5
1408236951681163,Art Director,Creative Director,22323967,HR,Senior,0.0976,1
1408236951681163,Art Director,Creative Director,28628090,ENGINEERING,Mid,0.0811,2
1408236951681163,Art Director,Creative Director,31694970,ENGINEERING,Senior,0.0751,3
1408236951681163,Art Director,Creative Director,12518008,ENGINEERING,Junior,0.0703,4
1408236951681163,Art Director,Creative Director,28697203,INFORMATION-TECHNOLOGY,Junior,0.0672,5
1646294681522547,UX/UI Designer,Interaction Designer,64017585,INFORMATION-TECHNOLOGY,Senior,0.0922,1
1646294681522547,UX/UI Designer,Interaction Designer,19796840,INFORMATION-TECHNOLOGY,Senior,0.0769,2
1646294681522547,UX/UI Designer,Interaction Designer,11957080,INFORMATION-TECHNOLOGY,Mid,0.0742,3
1646294681522547,UX/UI Designer,Interaction Designer,96029688,ENGINEERING,Senior,0.073,4
1646294681522547,UX/UI Designer,Interaction Designer,24647794,ENGINEERING,Senior,0.0719,5
1022973561299761,Investment Analyst,Portfolio Manager,31111279,INFORMATION-TECHNOLOGY,Senior,0.0992,1
1022973561299761,Investment Analyst,Portfolio Manager,15297298,INFORMATION-TECHNOLOGY,Senior,0.0509,2
1022973561299761,Investment Analyst,Portfolio Manager,52246737,INFORMATION-TECHNOLOGY,Junior,0.0508,3
1022973561299761,Investment Analyst,Portfolio Manager,79541391,INFORMATION-TECHNOLOGY,Senior,0.0469,4
1022973561299761,Investment Analyst,Portfolio Manager,19796840,INFORMATION-TECHNOLOGY,Senior,0.0442,5
2600240509920792,Project Coordinator,Construction Project Coordinator,13072019,ACCOUNTANT,Senior,0.2852,1
2600240509920792,Project Coordinator,Construction Project Coordinator,20417897,HR,Senior,0.2477,2
